Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,base-chair-redirect (product.metafields.custom.base_chair_redirect),custom-chair-product (product.metafields.custom.custom_chair_product),Custom-Product-field (product.metafields.custom.custom_product_field),ddd (product.metafields.custom.ddd),Delivery Time (product.metafields.custom.delivery_time),Delivered Date (product.metafields.custom.launchtip_delivered_date),Delivery Timer Text Base Timer (product.metafields.custom.launchtip_delivery_timer),Estimated Arrival Date (product.metafields.custom.launchtip_estimate_arrival_date),Order Dispatch Date (product.metafields.custom.launchtip_order_dispatch_date),Order Place Date (product.metafields.custom.launchtip_order_place_date),new_yerba_dinks_fields (product.metafields.custom.new_yerba_dinks_fields),tom (product.metafields.custom.tom),toom (product.metafields.custom.toom),Top-Desk-Bulk (product.metafields.custom.top_desk_bulk),yerba-energy-drinks (product.metafields.custom.yerba_energy_drinks),EasyReviews: Rating (product.metafields.easyreview.rating),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Backrest type (product.metafields.shopify.backrest-type),Band color (product.metafields.shopify.band-color),Bat material (product.metafields.shopify.bat-material),Case color (product.metafields.shopify.case-color),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Headwear features (product.metafields.shopify.headwear-features),Neckline (product.metafields.shopify.neckline),Seat structure (product.metafields.shopify.seat-structure),Seat type (product.metafields.shopify.seat-type),Shoe features (product.metafields.shopify.shoe-features),Shoe size (product.metafields.shopify.shoe-size),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Watch material (product.metafields.shopify.watch-material),Snowboard binding mount (product.metafields.test_data.binding_mount),Snowboard length (product.metafields.test_data.snowboard_length),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Status
carolina-hurricanes,,,,,,,,,black,,,Home,,,Mini,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Black_Front_lo_mini_93d349f5-8a92-469f-9433-6f20433c8a12.webp?v=1751518157,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_Black_Front_lo_0a2f270e-2b20-4875-a51e-734b0d2528ef.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,black,,,Away,,,Adult,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Black_Front_lo_20152242-acca-40bb-8634-72a0f110d2e8.webp?v=1751518157,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Black_Front_lo_mini_93d349f5-8a92-469f-9433-6f20433c8a12.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,black,,,Away,,,Mini,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_Red_Front_lo_5092c020-d9fe-402f-868d-829c1c8a7719.webp?v=1751518157,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Black_Front_lo_mini_93d349f5-8a92-469f-9433-6f20433c8a12.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,black,,,Third,,,Adult,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Red_Front_lo_mini_c826802c-3ec5-4f75-9660-c7d2f698debc.webp?v=1751518157,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Black_Front_lo_20152242-acca-40bb-8634-72a0f110d2e8.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,black,,,Third,,,Mini,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Red_Front_lo_bd1b6c47-ef83-478d-9632-f7b40edc6992.webp?v=1751518157,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Black_Front_lo_20152242-acca-40bb-8634-72a0f110d2e8.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,red,,,Home,,,Adult,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_White_Front_lo_dce11b74-6169-407a-b775-190124275fbd.webp?v=1751518157,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_Red_Front_lo_5092c020-d9fe-402f-868d-829c1c8a7719.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,red,,,Home,,,Mini,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_White_Front_lo_mini_1ee2df62-b336-47f5-8bcb-7965615fe17c.webp?v=1751518157,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_Red_Front_lo_5092c020-d9fe-402f-868d-829c1c8a7719.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,red,,,Away,,,Adult,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_White_Front_lo_0b8ef24b-70c6-4d9e-920c-03a31b8c2814.webp?v=1751518157,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Red_Front_lo_mini_c826802c-3ec5-4f75-9660-c7d2f698debc.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,red,,,Away,,,Mini,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/carolina.webp?v=1751518157,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Red_Front_lo_mini_c826802c-3ec5-4f75-9660-c7d2f698debc.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,red,,,Third,,,Adult,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Red_Front_lo_bd1b6c47-ef83-478d-9632-f7b40edc6992.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,red,,,Third,,,Mini,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Red_Front_lo_bd1b6c47-ef83-478d-9632-f7b40edc6992.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,white,,,Home,,,Adult,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_White_Front_lo_dce11b74-6169-407a-b775-190124275fbd.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,white,,,Home,,,Mini,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_White_Front_lo_dce11b74-6169-407a-b775-190124275fbd.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,white,,,Away,,,Adult,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_White_Front_lo_mini_1ee2df62-b336-47f5-8bcb-7965615fe17c.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,white,,,Away,,,Mini,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_White_Front_lo_mini_1ee2df62-b336-47f5-8bcb-7965615fe17c.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,white,,,Third,,,Adult,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_White_Front_lo_0b8ef24b-70c6-4d9e-920c-03a31b8c2814.webp?v=1751518157,kg,,,,,,
carolina-hurricanes,,,,,,,,,white,,,Third,,,Mini,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_White_Front_lo_0b8ef24b-70c6-4d9e-920c-03a31b8c2814.webp?v=1751518157,kg,,,,,,
buffalo-sabres,Buffalo Sabres,"",bahadur-startbit,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"","",true,Chair Base Colour,blue,product.metafields.shopify.color-pattern,Jersey Option,Home,,Chair Size,Adult,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Home_Blue_Front_lo_bf714351-14b3-427a-b606-69cf110616c1.webp?v=1751517667,1,"",false,,,,,,,,Delivered,🚚 Order within the next {{ countdown }} for delivery by {{ deliverydate }}.,Estimated arrival,Estimated dispatch,Order placed,,,,top-desk-bulk-items-nth3lfku,,,,,,,,,,,blue; black; white,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Home_Blue_Front_lo_bf714351-14b3-427a-b606-69cf110616c1.webp?v=1751517667,kg,,,true,,,active
buffalo-sabres,,,,,,,,,blue,,,Home,,,Mini,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Away_Blue_Front_lo_8d4ff82f-965d-40eb-8ad5-f347e000d4dc.webp?v=1751517667,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Home_Blue_Front_lo_bf714351-14b3-427a-b606-69cf110616c1.webp?v=1751517667,kg,,,,,,
buffalo-sabres,,,,,,,,,blue,,,Away,,,Adult,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Home_Black_Front_lo_6d37a078-d64c-451f-bfef-87972b650d77.webp?v=1751517667,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Away_Blue_Front_lo_8d4ff82f-965d-40eb-8ad5-f347e000d4dc.webp?v=1751517667,kg,,,,,,
buffalo-sabres,,,,,,,,,blue,,,Away,,,Mini,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Away_Black_Front_lo_21006077-6e6c-4386-aa92-e2c1a4a5fa78.webp?v=1751517667,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Away_Blue_Front_lo_8d4ff82f-965d-40eb-8ad5-f347e000d4dc.webp?v=1751517667,kg,,,,,,
buffalo-sabres,,,,,,,,,black,,,Home,,,Adult,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Home_White_Front_lo_f8f51cb1-0ebb-428c-a070-425ac0642fdc.webp?v=1751517667,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Home_Black_Front_lo_6d37a078-d64c-451f-bfef-87972b650d77.webp?v=1751517667,kg,,,,,,
buffalo-sabres,,,,,,,,,black,,,Home,,,Mini,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Away_White_Front_lo_70d9254d-b3ee-4f18-a67f-4f449b050165.webp?v=1751517667,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Home_Black_Front_lo_6d37a078-d64c-451f-bfef-87972b650d77.webp?v=1751517667,kg,,,,,,
buffalo-sabres,,,,,,,,,black,,,Away,,,Adult,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/buffalo.webp?v=1751517667,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Away_Black_Front_lo_21006077-6e6c-4386-aa92-e2c1a4a5fa78.webp?v=1751517667,kg,,,,,,
buffalo-sabres,,,,,,,,,black,,,Away,,,Mini,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Away_Black_Front_lo_21006077-6e6c-4386-aa92-e2c1a4a5fa78.webp?v=1751517667,kg,,,,,,
buffalo-sabres,,,,,,,,,white,,,Home,,,Adult,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Home_White_Front_lo_f8f51cb1-0ebb-428c-a070-425ac0642fdc.webp?v=1751517667,kg,,,,,,
buffalo-sabres,,,,,,,,,white,,,Home,,,Mini,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Home_White_Front_lo_f8f51cb1-0ebb-428c-a070-425ac0642fdc.webp?v=1751517667,kg,,,,,,
buffalo-sabres,,,,,,,,,white,,,Away,,,Adult,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Away_White_Front_lo_70d9254d-b3ee-4f18-a67f-4f449b050165.webp?v=1751517667,kg,,,,,,
buffalo-sabres,,,,,,,,,white,,,Away,,,Mini,,,0.0,shopify,deny,manual,30000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Buf_Away_White_Front_lo_70d9254d-b3ee-4f18-a67f-4f449b050165.webp?v=1751517667,kg,,,,,,
boston-bruins,Boston Bruins,"",bahadur-startbit,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"","",true,Chair Base Colour,black,product.metafields.shopify.color-pattern,Jersey Option,Home,,Chair Size,Adult,,,0.0,shopify,deny,manual,290000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Bos_Home_Black_Front_lo_0b285d97-dea3-4c78-b1c2-90dfd69ac41b.webp?v=1751517232,1,"",false,,,,,,,,Delivered,🚚 Order within the next {{ countdown }} for delivery by {{ deliverydate }}.,Estimated arrival,Estimated dispatch,Order placed,,,,top-desk-bulk-items-fgwvclku,,,,,,,,,,,black; white,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Bos_Home_Black_Front_lo_0b285d97-dea3-4c78-b1c2-90dfd69ac41b.webp?v=1751517232,kg,,,true,,,active
boston-bruins,,,,,,,,,black,,,Home,,,Mini,,,0.0,shopify,deny,manual,290000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Bos_Away_Black_Front_lo.webp?v=1751517232,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Bos_Home_Black_Front_lo_0b285d97-dea3-4c78-b1c2-90dfd69ac41b.webp?v=1751517232,kg,,,,,,
boston-bruins,,,,,,,,,black,,,Away,,,Adult,,,0.0,shopify,deny,manual,290000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Bos_Home_White_Front_lo.webp?v=1751517232,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Bos_Away_Black_Front_lo.webp?v=1751517232,kg,,,,,,
boston-bruins,,,,,,,,,black,,,Away,,,Mini,,,0.0,shopify,deny,manual,290000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Bos_Away_White_Front_lo.webp?v=1751517232,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Bos_Away_Black_Front_lo.webp?v=1751517232,kg,,,,,,
boston-bruins,,,,,,,,,white,,,Home,,,Adult,,,0.0,shopify,deny,manual,290000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/boston-bruins.png?v=1751517232,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Bos_Home_White_Front_lo.webp?v=1751517232,kg,,,,,,
boston-bruins,,,,,,,,,white,,,Home,,,Mini,,,0.0,shopify,deny,manual,290000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Bos_Home_White_Front_lo.webp?v=1751517232,kg,,,,,,
boston-bruins,,,,,,,,,white,,,Away,,,Adult,,,0.0,shopify,deny,manual,290000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Bos_Away_White_Front_lo.webp?v=1751517232,kg,,,,,,
boston-bruins,,,,,,,,,white,,,Away,,,Mini,,,0.0,shopify,deny,manual,290000.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Bos_Away_White_Front_lo.webp?v=1751517232,kg,,,,,,
columbus-blue-jackets®,Columbus Blue Jackets®,"",bahadur-startbit,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,"","",true,Chair Base Colour,red,product.metafields.shopify.color-pattern,Jersey Option,Home,,Chair Size,Adult,,"",0.0,shopify,deny,manual,29000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/18.33.png?v=1750828605,1,"",false,,,,columbus-blue-jackets®-1,custom-product-hwi8ne5l,,,Delivered,🚚 Order within the next {{ countdown }} for delivery by {{ deliverydate }}.,Estimated arrival,Estimated dispatch,Order placed,,,,top-desk-bulk-items-roih2q2v,,,,,,,,,,,red; black; white; blue,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/18.33.png?v=1750828605,kg,,,true,,,active
columbus-blue-jackets®,,,,,,,,,red,,,Home,,,Mini,,"",0.0,shopify,deny,manual,29000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/c18.png?v=1750828523,2,ccc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/18.33.png?v=1750828605,kg,,,,,,
columbus-blue-jackets®,,,,,,,,,red,,,Away,,,Adult,,"",0.0,shopify,deny,manual,29000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Black_31723237-b61e-4474-8f14-91bfaaabf20b.jpg?v=1751004879,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Away_red.jpg?v=1751005379,kg,,,,,,
columbus-blue-jackets®,,,,,,,,,red,,,Away,,,Mini,,"",0.0,shopify,deny,manual,29000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Black_9baf0ae7-359a-4078-b636-f905e355d97b.jpg?v=1751004917,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Away_red.jpg?v=1751005379,kg,,,,,,
columbus-blue-jackets®,,,,,,,,,black,,,Home,,,Adult,,"",0.0,shopify,deny,manual,29000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/White_60cf7aa6-0570-4505-9425-c9c863155e33.jpg?v=1751004879,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Black_31723237-b61e-4474-8f14-91bfaaabf20b.jpg?v=1751004879,kg,,,,,,
columbus-blue-jackets®,,,,,,,,,black,,,Home,,,Mini,,"",0.0,shopify,deny,manual,29000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/blue_b2f1d7e4-b23d-41c8-a84c-719b3cc79aae.jpg?v=1751004879,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Black_9baf0ae7-359a-4078-b636-f905e355d97b.jpg?v=1751004917,kg,,,,,,
columbus-blue-jackets®,,,,,,,,,black,,,Away,,,Adult,,"",0.0,shopify,deny,manual,29000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Away_red.jpg?v=1751005379,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Away_black_ce524f04-8b7d-4027-ac83-230224c1ea70.jpg?v=1751005443,kg,,,,,,
columbus-blue-jackets®,,,,,,,,,black,,,Away,,,Mini,,"",0.0,shopify,deny,manual,29000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Away_black_ce524f04-8b7d-4027-ac83-230224c1ea70.jpg?v=1751005443,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Away_black_146e18c6-e471-4a81-ab96-2d5285fabec0.jpg?v=1751005468,kg,,,,,,
columbus-blue-jackets®,,,,,,,,,white,,,Home,,,Adult,,"",0.0,shopify,deny,manual,29000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Away_black_146e18c6-e471-4a81-ab96-2d5285fabec0.jpg?v=1751005468,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/White_60cf7aa6-0570-4505-9425-c9c863155e33.jpg?v=1751004879,kg,,,,,,
columbus-blue-jackets®,,,,,,,,,white,,,Home,,,Mini,,"",0.0,shopify,deny,manual,29000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Away_White_6dc6080e-f466-4f4d-a0f7-8492d5c151c2.jpg?v=1751005494,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/White_60cf7aa6-0570-4505-9425-c9c863155e33.jpg?v=1751004879,kg,,,,,,
columbus-blue-jackets®,,,,,,,,,white,,,Away,,,Adult,,"",0.0,shopify,deny,manual,29000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Away_White_e83cd1f0-1dfb-4dcd-8fc3-1af8bdd87da6.jpg?v=1751005538,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Away_White_6dc6080e-f466-4f4d-a0f7-8492d5c151c2.jpg?v=1751005494,kg,,,,,,
columbus-blue-jackets®,,,,,,,,,white,,,Away,,,Mini,,"",0.0,shopify,deny,manual,29000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Away_blue_30d225f6-4e77-45a2-93dc-cb802b47eb80.jpg?v=1751005560,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Away_White_e83cd1f0-1dfb-4dcd-8fc3-1af8bdd87da6.jpg?v=1751005538,kg,,,,,,
columbus-blue-jackets®,,,,,,,,,blue,,,Home,,,Adult,,"",0.0,shopify,deny,manual,29000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Away_blue_294caeea-aaf4-4aa4-a99e-fbb96f09867e.jpg?v=1751005602,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/blue_b2f1d7e4-b23d-41c8-a84c-719b3cc79aae.jpg?v=1751004879,kg,,,,,,
