Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,base-chair-redirect (product.metafields.custom.base_chair_redirect),custom-chair-product (product.metafields.custom.custom_chair_product),Custom-Product-field (product.metafields.custom.custom_product_field),ddd (product.metafields.custom.ddd),Delivery Time (product.metafields.custom.delivery_time),Delivered Date (product.metafields.custom.launchtip_delivered_date),Delivery Timer Text Base Timer (product.metafields.custom.launchtip_delivery_timer),Estimated Arrival Date (product.metafields.custom.launchtip_estimate_arrival_date),Order Dispatch Date (product.metafields.custom.launchtip_order_dispatch_date),Order Place Date (product.metafields.custom.launchtip_order_place_date),new_yerba_dinks_fields (product.metafields.custom.new_yerba_dinks_fields),tom (product.metafields.custom.tom),toom (product.metafields.custom.toom),Top-Desk-Bulk (product.metafields.custom.top_desk_bulk),yerba-energy-drinks (product.metafields.custom.yerba_energy_drinks),EasyReviews: Rating (product.metafields.easyreview.rating),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Backrest type (product.metafields.shopify.backrest-type),Band color (product.metafields.shopify.band-color),Bat material (product.metafields.shopify.bat-material),Case color (product.metafields.shopify.case-color),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Headwear features (product.metafields.shopify.headwear-features),Neckline (product.metafields.shopify.neckline),Seat structure (product.metafields.shopify.seat-structure),Seat type (product.metafields.shopify.seat-type),Shoe features (product.metafields.shopify.shoe-features),Shoe size (product.metafields.shopify.shoe-size),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Watch display (product.metafields.shopify.watch-display),Watch features (product.metafields.shopify.watch-features),Watch material (product.metafields.shopify.watch-material),Snowboard binding mount (product.metafields.test_data.binding_mount),Snowboard length (product.metafields.test_data.snowboard_length),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Status,Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Shop location,My Custom Location,Snow City Warehouse
vintage-boston-bruin,,,,,,,,,black,,,Home,,,Mini,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/RetroBosHome_White_Front_lo_e974b728-75bc-4f0d-83b3-8348c64b0785.webp?v=1751519851,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/RetroBosHome_Black_Front_lo_cca4ef70-cde3-4505-b240-b416a63386d9.webp?v=1751519851,kg,,,,,,,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,Red,Jersey Option,Home,Chair Size,Adult,,,,9996,0,not stocked
vintage-boston-bruin,,,,,,,,,white,,,Away,,,Adult,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Vintage_Bruins_b4b794d3-6f5d-454e-87c4-5868db26d3f4.png?v=1751519851,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/RetroBosAway_White_Front_lo_ddbc19fb-ae86-4578-afbf-baf8f5e2060e.webp?v=1751519851,kg,,,,,,,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,Red,Jersey Option,Home,Chair Size,Mini,,,,10000,0,not stocked
vintage-boston-bruin,,,,,,,,,white,,,Away,,,Mini,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/RetroBosAway_White_Front_lo_ddbc19fb-ae86-4578-afbf-baf8f5e2060e.webp?v=1751519851,kg,,,,,,,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,Red,Jersey Option,Away,Chair Size,Adult,,,,10000,0,not stocked
vintage-boston-bruin,,,,,,,,,white,,,Home,,,Adult,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/RetroBosHome_White_Front_lo_e974b728-75bc-4f0d-83b3-8348c64b0785.webp?v=1751519851,kg,,,,,,,columbus-blue-jackets®-1,Columbus Blue Jackets®,Chair Base Colour,Red,Jersey Option,Away,Chair Size,Mini,,,,10000,0,not stocked
vintage-boston-bruin,,,,,,,,,white,,,Home,,,Mini,,,0.0,shopify,deny,manual,0.0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/RetroBosHome_White_Front_lo_e974b728-75bc-4f0d-83b3-8348c64b0785.webp?v=1751519851,kg,,,,,,,boston-bruins,Boston Bruins,Chair Base Colour,White,Jersey Option,Home,Chair Size,Adult,,,,5000,0,not stocked
calgary-flames,Calgary Flames,,bahadur-startbit,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,,,True,Chair Base Colour,black,product.metafields.shopify.color-pattern,Jersey Option,Home,,Chair Size,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_3rd_Black_Front_lo_24e03903-a710-4e6a-b416-cefcb4614a15.webp?v=1751518939,1.0,,False,,,,,,,,Delivered,🚚 Order within the next {{ countdown }} for delivery by {{ deliverydate }}.,Estimated arrival,Estimated dispatch,Order placed,,,,top-desk-bulk-items-9nctaemd,,,,,,,,,,,black; red; white,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Home_Black_Front_lo_mini_9b798d99-119f-4517-92be-8f173f0471a9.webp?v=1751518939,kg,,,True,,,active,boston-bruins,Boston Bruins,Chair Base Colour,White,Jersey Option,Home,Chair Size,Mini,,,,5000,0,not stocked
calgary-flames,,,,,,,,,black,,,Home,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_3rd_Red_Front_lo_e5a3eb60-8b5f-425e-8385-2036d973ab56.webp?v=1751518939,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Home_Black_Front_lo_mini_9b798d99-119f-4517-92be-8f173f0471a9.webp?v=1751518939,kg,,,,,,,boston-bruins,Boston Bruins,Chair Base Colour,White,Jersey Option,Away,Chair Size,Adult,,,,5000,0,not stocked
calgary-flames,,,,,,,,,black,,,Away,,,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_3rd_White_Front_lo_13b30dee-7e62-45e1-93dd-b6f53981a7bf.webp?v=1751518939,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Away_Black_Front_lo_mini_e907650e-ddf5-4104-9193-402949af1d5b.webp?v=1751518939,kg,,,,,,,boston-bruins,Boston Bruins,Chair Base Colour,White,Jersey Option,Away,Chair Size,Mini,,,,5000,0,not stocked
calgary-flames,,,,,,,,,black,,,Away,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Away_Black_Front_lo_mini_e907650e-ddf5-4104-9193-402949af1d5b.webp?v=1751518939,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Away_Black_Front_lo_mini_e907650e-ddf5-4104-9193-402949af1d5b.webp?v=1751518939,kg,,,,,,,buffalo-sabres,Buffalo Sabres,Chair Base Colour,Blue,Jersey Option,Home,Chair Size,Adult,,,,5000,0,not stocked
calgary-flames,,,,,,,,,black,,,Third,,,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Away_Red_Front_lo_mini_c4b46417-b896-4ff5-866e-6ee8200d5ba9.webp?v=1751518939,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_3rd_Black_Front_lo_24e03903-a710-4e6a-b416-cefcb4614a15.webp?v=1751518939,kg,,,,,,,buffalo-sabres,Buffalo Sabres,Chair Base Colour,Blue,Jersey Option,Home,Chair Size,Mini,,,,5000,0,not stocked
calgary-flames,,,,,,,,,black,,,Third,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Away_White_Front_lo_mini_9700cacf-c7f1-450e-b0ad-a6e51d57f236.webp?v=1751518939,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_3rd_Black_Front_lo_24e03903-a710-4e6a-b416-cefcb4614a15.webp?v=1751518939,kg,,,,,,,buffalo-sabres,Buffalo Sabres,Chair Base Colour,Blue,Jersey Option,Away,Chair Size,Adult,,,,5000,0,not stocked
calgary-flames,,,,,,,,,red,,,Home,,,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Home_Black_Front_lo_mini_9b798d99-119f-4517-92be-8f173f0471a9.webp?v=1751518939,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Home_Red_Front_lo_mini_69075297-e2e1-4951-9fdb-2d809624ebf9.webp?v=1751518939,kg,,,,,,,buffalo-sabres,Buffalo Sabres,Chair Base Colour,Blue,Jersey Option,Away,Chair Size,Mini,,,,5000,0,not stocked
calgary-flames,,,,,,,,,red,,,Home,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Home_Red_Front_lo_mini_69075297-e2e1-4951-9fdb-2d809624ebf9.webp?v=1751518939,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Home_Red_Front_lo_mini_69075297-e2e1-4951-9fdb-2d809624ebf9.webp?v=1751518939,kg,,,,,,,buffalo-sabres,Buffalo Sabres,Chair Base Colour,Black,Jersey Option,Home,Chair Size,Adult,,,,5000,0,not stocked
calgary-flames,,,,,,,,,red,,,Away,,,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Home_White_Front_lo_mini_4ed8369f-78fd-4762-9463-2d2474ec802b.webp?v=1751518939,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Away_Red_Front_lo_mini_c4b46417-b896-4ff5-866e-6ee8200d5ba9.webp?v=1751518939,kg,,,,,,,buffalo-sabres,Buffalo Sabres,Chair Base Colour,Black,Jersey Option,Home,Chair Size,Mini,,,,5000,0,not stocked
calgary-flames,,,,,,,,,red,,,Away,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/flames.webp?v=1751518939,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Away_Red_Front_lo_mini_c4b46417-b896-4ff5-866e-6ee8200d5ba9.webp?v=1751518939,kg,,,,,,,buffalo-sabres,Buffalo Sabres,Chair Base Colour,Black,Jersey Option,Away,Chair Size,Adult,,,,5000,0,not stocked
calgary-flames,,,,,,,,,red,,,Third,,,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_3rd_Red_Front_lo_e5a3eb60-8b5f-425e-8385-2036d973ab56.webp?v=1751518939,kg,,,,,,,buffalo-sabres,Buffalo Sabres,Chair Base Colour,Black,Jersey Option,Away,Chair Size,Mini,,,,5000,0,not stocked
calgary-flames,,,,,,,,,red,,,Third,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_3rd_Red_Front_lo_e5a3eb60-8b5f-425e-8385-2036d973ab56.webp?v=1751518939,kg,,,,,,,buffalo-sabres,Buffalo Sabres,Chair Base Colour,White,Jersey Option,Home,Chair Size,Adult,,,,5000,0,not stocked
calgary-flames,,,,,,,,,white,,,Home,,,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Home_White_Front_lo_mini_4ed8369f-78fd-4762-9463-2d2474ec802b.webp?v=1751518939,kg,,,,,,,buffalo-sabres,Buffalo Sabres,Chair Base Colour,White,Jersey Option,Home,Chair Size,Mini,,,,5000,0,not stocked
calgary-flames,,,,,,,,,white,,,Home,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Home_White_Front_lo_mini_4ed8369f-78fd-4762-9463-2d2474ec802b.webp?v=1751518939,kg,,,,,,,buffalo-sabres,Buffalo Sabres,Chair Base Colour,White,Jersey Option,Away,Chair Size,Adult,,,,5000,0,not stocked
calgary-flames,,,,,,,,,white,,,Away,,,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Away_White_Front_lo_mini_9700cacf-c7f1-450e-b0ad-a6e51d57f236.webp?v=1751518939,kg,,,,,,,buffalo-sabres,Buffalo Sabres,Chair Base Colour,White,Jersey Option,Away,Chair Size,Mini,,,,5000,0,not stocked
calgary-flames,,,,,,,,,white,,,Away,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_Away_White_Front_lo_mini_9700cacf-c7f1-450e-b0ad-a6e51d57f236.webp?v=1751518939,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,Black,Jersey Option,Home,Chair Size,Adult,,,,5000,0,not stocked
calgary-flames,,,,,,,,,white,,,Third,,,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_3rd_White_Front_lo_13b30dee-7e62-45e1-93dd-b6f53981a7bf.webp?v=1751518939,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,Black,Jersey Option,Home,Chair Size,Mini,,,,5000,0,not stocked
calgary-flames,,,,,,,,,white,,,Third,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Cal_3rd_White_Front_lo_13b30dee-7e62-45e1-93dd-b6f53981a7bf.webp?v=1751518939,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,Black,Jersey Option,Away,Chair Size,Adult,,,,5000,0,not stocked
anaheim-duck,Anaheim Duck,,bahadur-startbit,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,,,True,Chair Base Colour,black,product.metafields.shopify.color-pattern,Jersey Option,Home,,Chair Size,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Ana_Home_Black_Front_lo_mini_c293f0b0-f723-4b3d-b038-dac89e64dcb3.webp?v=1751518714,1.0,,False,,,,,,,,Delivered,🚚 Order within the next {{ countdown }} for delivery by {{ deliverydate }}.,Estimated arrival,Estimated dispatch,Order placed,,,,top-desk-bulk-items-hbvjm5jk,,,,,,,,,,,black; white,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Ana_Home_Black_Front_lo_mini_c293f0b0-f723-4b3d-b038-dac89e64dcb3.webp?v=1751518714,kg,,,True,,,active,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,Black,Jersey Option,Away,Chair Size,Mini,,,,5000,0,not stocked
anaheim-duck,,,,,,,,,black,,,Home,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Ana_Away_Black_Front_lo_mini_1b7e37ce-3512-4e4d-8c48-9fa5e8119fbb.webp?v=1751518583,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Ana_Home_Black_Front_lo_mini_c293f0b0-f723-4b3d-b038-dac89e64dcb3.webp?v=1751518714,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,Black,Jersey Option,Third,Chair Size,Adult,,,,5000,0,not stocked
anaheim-duck,,,,,,,,,black,,,Away,,,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Ana_Home_White_Front_lo_mini_93146db4-3b62-4fcf-8c11-fc862218289c.webp?v=1751518583,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Ana_Away_Black_Front_lo_mini_1b7e37ce-3512-4e4d-8c48-9fa5e8119fbb.webp?v=1751518583,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,Black,Jersey Option,Third,Chair Size,Mini,,,,5000,0,not stocked
anaheim-duck,,,,,,,,,black,,,Away,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Ana_Away_White_Front_lo_mini_f1127fdf-dae1-4100-a560-29623e29232c.webp?v=1751518583,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Ana_Away_Black_Front_lo_mini_1b7e37ce-3512-4e4d-8c48-9fa5e8119fbb.webp?v=1751518583,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,Red,Jersey Option,Home,Chair Size,Adult,,,,5000,0,not stocked
anaheim-duck,,,,,,,,,white,,,Home,,,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/ducks.webp?v=1751518583,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Ana_Home_White_Front_lo_mini_93146db4-3b62-4fcf-8c11-fc862218289c.webp?v=1751518583,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,Red,Jersey Option,Home,Chair Size,Mini,,,,5000,0,not stocked
anaheim-duck,,,,,,,,,white,,,Home,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Ana_Home_White_Front_lo_mini_93146db4-3b62-4fcf-8c11-fc862218289c.webp?v=1751518583,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,Red,Jersey Option,Away,Chair Size,Adult,,,,5000,0,not stocked
anaheim-duck,,,,,,,,,white,,,Away,,,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Ana_Away_White_Front_lo_mini_f1127fdf-dae1-4100-a560-29623e29232c.webp?v=1751518583,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,Red,Jersey Option,Away,Chair Size,Mini,,,,5000,0,not stocked
anaheim-duck,,,,,,,,,white,,,Away,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Ana_Away_White_Front_lo_mini_f1127fdf-dae1-4100-a560-29623e29232c.webp?v=1751518583,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,Red,Jersey Option,Third,Chair Size,Adult,,,,5000,0,not stocked
carolina-hurricanes,Carolina Hurricanes,,bahadur-startbit,Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Chairs,,,True,Chair Base Colour,black,product.metafields.shopify.color-pattern,Jersey Option,Home,,Chair Size,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_Black_Front_lo_0a2f270e-2b20-4875-a51e-734b0d2528ef.webp?v=1751518157,1.0,,False,,,,,,,,Delivered,🚚 Order within the next {{ countdown }} for delivery by {{ deliverydate }}.,Estimated arrival,Estimated dispatch,Order placed,,,,top-desk-bulk-items-gjuuf2tu,,,,,,,,,,,black; red; white,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_Black_Front_lo_0a2f270e-2b20-4875-a51e-734b0d2528ef.webp?v=1751518157,kg,,,True,,,active,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,Red,Jersey Option,Third,Chair Size,Mini,,,,5000,0,not stocked
carolina-hurricanes,,,,,,,,,black,,,Home,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Black_Front_lo_mini_93d349f5-8a92-469f-9433-6f20433c8a12.webp?v=1751518157,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_Black_Front_lo_0a2f270e-2b20-4875-a51e-734b0d2528ef.webp?v=1751518157,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,White,Jersey Option,Home,Chair Size,Adult,,,,5000,0,not stocked
carolina-hurricanes,,,,,,,,,black,,,Away,,,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Black_Front_lo_20152242-acca-40bb-8634-72a0f110d2e8.webp?v=1751518157,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Black_Front_lo_mini_93d349f5-8a92-469f-9433-6f20433c8a12.webp?v=1751518157,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,White,Jersey Option,Home,Chair Size,Mini,,,,5000,0,not stocked
carolina-hurricanes,,,,,,,,,black,,,Away,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_Red_Front_lo_5092c020-d9fe-402f-868d-829c1c8a7719.webp?v=1751518157,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Black_Front_lo_mini_93d349f5-8a92-469f-9433-6f20433c8a12.webp?v=1751518157,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,White,Jersey Option,Away,Chair Size,Adult,,,,5000,0,not stocked
carolina-hurricanes,,,,,,,,,black,,,Third,,,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_Away_Red_Front_lo_mini_c826802c-3ec5-4f75-9660-c7d2f698debc.webp?v=1751518157,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Black_Front_lo_20152242-acca-40bb-8634-72a0f110d2e8.webp?v=1751518157,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,White,Jersey Option,Away,Chair Size,Mini,,,,5000,0,not stocked
carolina-hurricanes,,,,,,,,,black,,,Third,,,Mini,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Red_Front_lo_bd1b6c47-ef83-478d-9632-f7b40edc6992.webp?v=1751518157,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/Car_3rd_Black_Front_lo_20152242-acca-40bb-8634-72a0f110d2e8.webp?v=1751518157,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,White,Jersey Option,Third,Chair Size,Adult,,,,5000,0,not stocked
carolina-hurricanes,,,,,,,,,red,,,Home,,,Adult,,,0.0,shopify,deny,manual,30000.0,,True,True,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_White_Front_lo_dce11b74-6169-407a-b775-190124275fbd.webp?v=1751518157,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0707/7753/6680/files/CarHome_Red_Front_lo_5092c020-d9fe-402f-868d-829c1c8a7719.webp?v=1751518157,kg,,,,,,,carolina-hurricanes,Carolina Hurricanes,Chair Base Colour,White,Jersey Option,Third,Chair Size,Mini,,,,5000,0,not stocked
